1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YrSold,Age_House,Age_Renovation,Garage_age,TotalSF
1088,871,0,1,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,1088.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,1025.0,3.0,5,2,Attchd,1959,1,GasA,0,2Story,1,2,Lvl,0,9000,Inside,75.0,3,0,FV,0.0,None,None,0,Somerst,46,4,8,2,3,CompShg,Gable,Normal,270000.0,WD,0,1,8,1088.0,AllPub,208,1,14,14,14.0,3047.0
1372,1274,0,1,4,1Fam,4,1,987.0,0.0,2,6,1.0,0.0,2,360.0,1,Norm,Norm,SBrkr,144,4,2,HdBoard,HdBoard,4,5,1,PConc,2,6,656.0,3.0,5,2,Attchd,2646,1,GasA,0,2Story,1,2,Low,1,9900,Inside,90.0,3,0,RL,256.0,BrkFace,None,0,NoRidge,60,4,7,2,3,CompShg,Gable,Normal,260000.0,WD,0,1,9,1347.0,AllPub,340,3,27,27,27.0,3993.0
1472,0,0,1,3,1Fam,4,0,1036.0,0.0,2,6,1.0,0.0,2,336.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,5,2,CBlock,2,6,588.0,2.0,5,3,Attchd,1472,0,GasA,4,SLvl,1,3,Lvl,0,14115,Inside,82.74,3,0,RL,225.0,BrkFace,None,0,NWAmes,48,4,7,2,3,CompShg,Gable,Normal,187500.0,WD,0,1,6,1372.0,AllPub,233,3,40,40,40.0,2844.0
1249,1347,0,1,4,1Fam,1,0,0.0,0.0,6,6,0.0,0.0,0,1249.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,PConc,3,6,840.0,3.0,5,2,Attchd,2596,1,GasA,0,2Story,1,2,Lvl,0,16259,Corner,111.0,3,0,RL,370.0,Stone,None,0,NridgHt,154,4,9,2,3,CompShg,Gable,Partial,342643.0,New,0,1,9,1249.0,AllPub,240,0,14,14,14.0,3845.0
1136,1332,0,1,4,1Fam,4,0,970.0,0.0,2,6,1.0,0.0,0,166.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,872.0,3.0,5,0,BuiltIn,2468,1,GasA,0,2Story,1,2,Lvl,0,12099,Inside,99.0,0,0,RL,388.0,BrkFace,None,0,NridgHt,154,4,8,2,3,CompShg,Gable,Normal,354000.0,WD,0,1,10,1136.0,AllPub,184,1,16,16,16.0,3604.0
1553,1177,0,1,4,1Fam,4,1,28.0,1474.0,3,0,1.0,0.0,4,0.0,1,Norm,Norm,SBrkr,0,4,2,Plywood,Plywood,2,5,1,CBlock,2,6,576.0,2.0,5,0,Attchd,2730,1,GasA,0,2Story,1,2,Lvl,0,10380,Inside,86.0,0,0,RL,172.0,BrkFace,None,0,SawyerW,96,4,7,2,3,CompShg,Gable,Normal,301000.0,WD,0,1,8,1502.0,AllPub,201,1,34,33,33.0,4232.0
1163,0,0,1,3,1Fam,4,3,256.0,0.0,0,6,1.0,0.0,4,906.0,1,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,220.0,1.0,5,3,Attchd,1163,0,GasA,0,1Story,1,3,Lvl,0,5820,Inside,49.0,3,0,RM,0.0,None,None,0,OldTown,98,7,3,2,3,CompShg,Gable,Normal,126175.0,WD,0,1,6,1162.0,AllPub,142,0,65,15,65.0,2325.0
1898,1080,0,1,5,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,710.0,1,PosN,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,4,2,1,CBlock,2,6,564.0,2.0,5,0,BuiltIn,2978,1,GasA,0,SLvl,1,2,Lvl,0,11275,Corner,96.0,3,0,RL,300.0,BrkFace,None,0,NAmes,0,6,7,2,3,WdShake,Mansard,Normal,242000.0,WD,0,1,11,710.0,AllPub,240,4,53,13,59.0,3688.0
803,0,0,1,2,1Fam,4,0,116.0,0.0,1,6,0.0,0.0,4,604.0,0,RRAe,Norm,FuseF,244,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,360.0,2.0,5,3,Detchd,803,0,GasA,3,1.5Unf,1,3,Lvl,0,5000,Inside,50.0,3,0,RM,0.0,None,None,0,IDOTRR,0,5,5,2,3,CompShg,Gable,Normal,87000.0,WD,0,1,5,720.0,AllPub,0,1,79,70,79.0,1523.0
1719,0,0,1,1,TwnhsE,4,1,1619.0,0.0,2,6,2.0,0.0,2,100.0,1,Norm,Norm,SBrkr,0,4,2,BrkFace,BrkFace,4,2,2,PConc,1,6,473.0,2.0,5,0,Attchd,1719,1,GasA,0,1Story,1,2,Lvl,0,10846,CulDSac,32.0,0,0,RL,0.0,None,None,0,Veenker,30,4,8,2,3,CompShg,Gable,Normal,324000.0,Con,0,1,6,1719.0,AllPub,122,2,27,27,27.0,3438.0
1383,0,0,1,3,1Fam,4,3,565.0,0.0,5,6,0.0,0.0,4,818.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,292.0,1.0,5,2,Attchd,1383,1,GasA,4,1Story,1,3,Lvl,0,11600,Inside,80.0,3,0,RL,175.0,BrkFace,None,0,NAmes,45,4,6,2,3,CompShg,Hip,Normal,145250.0,WD,0,1,7,1383.0,AllPub,0,0,60,60,60.0,2766.0
1445,689,0,2,5,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,844.0,0,PosN,Norm,FuseA,268,4,3,Wd Sdng,Wd Shng,4,3,0,BrkTil,2,6,441.0,2.0,5,3,Detchd,2134,0,GasA,2,2.5Unf,1,2,Bnk,0,11888,Inside,76.988,0,0,RL,0.0,None,None,0,BrkSide,60,5,6,2,3,CompShg,Gable,Normal,214500.0,WD,0,1,10,844.0,AllPub,0,3,104,26,90.0,2978.0
596,596,0,1,3,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,4,596.0,0,Norm,Norm,SBrkr,137,4,3,Wd Sdng,Wd Shng,1,3,0,PConc,1,6,189.0,1.0,1,3,Detchd,1192,0,GasA,4,2Story,1,3,Lvl,0,6402,Corner,60.0,3,0,RM,0.0,None,None,0,IDOTRR,0,4,5,0,3,CompShg,Gable,Normal,78000.0,WD,0,1,6,596.0,AllPub,0,3,100,70,100.0,1788.0
1728,0,0,1,6,Duplex,4,3,40.0,264.0,2,5,0.0,1.0,4,1424.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,2,6,352.0,1.0,5,3,Detchd,1728,0,GasA,4,1Story,2,3,Lvl,0,10624,Inside,83.196,0,0,RL,84.0,BrkFace,None,0,NAmes,0,3,5,2,3,CompShg,Gable,Normal,119000.0,WD,0,1,10,1728.0,AllPub,155,1,56,56,18.0,3456.0
1056,0,0,1,3,1Fam,4,3,846.0,0.0,5,6,1.0,0.0,4,210.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,308.0,1.0,5,2,Attchd,1056,0,GasA,1,1Story,1,3,Lvl,0,8176,Inside,70.0,3,0,RL,0.0,None,None,0,NAmes,0,5,5,2,3,CompShg,Gable,Normal,139000.0,WD,0,1,6,1056.0,AllPub,0,1,62,28,62.0,2112.0
1629,0,0,1,3,1Fam,4,3,1124.0,479.0,2,4,1.0,0.0,2,1603.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,880.0,3.0,5,2,Attchd,1629,0,GasA,0,1Story,1,2,Lvl,0,10655,Inside,85.0,0,0,RL,296.0,BrkFace,None,0,NridgHt,0,4,8,2,3,CompShg,Gable,Normal,284000.0,WD,0,1,7,3206.0,AllPub,0,3,17,16,17.0,4835.0
1358,0,0,1,2,TwnhsE,4,0,720.0,0.0,2,6,1.0,0.0,2,638.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,484.0,2.0,5,2,Attchd,1358,0,GasA,0,1Story,1,2,Lvl,0,8198,FR3,59.0,3,0,RM,146.0,Stone,None,0,NridgHt,30,4,7,2,3,CompShg,Gable,Normal,207000.0,WD,0,1,6,1358.0,AllPub,192,2,16,16,16.0,2716.0
943,695,0,1,3,1Fam,4,1,828.0,0.0,2,6,1.0,0.0,2,115.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,5,2,PConc,2,6,472.0,2.0,5,0,Attchd,1638,1,GasA,2,2Story,1,3,Lvl,0,9042,Inside,59.0,0,0,RL,0.0,None,None,0,Gilbert,38,4,6,2,3,CompShg,Gable,Normal,192000.0,WD,0,1,7,943.0,AllPub,100,2,22,22,22.0,2581.0
1619,167,0,1,3,2fmCon,4,1,1249.0,147.0,0,1,2.0,0.0,4,103.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,2,2,CBlock,2,6,529.0,2.0,5,0,Attchd,1786,0,GasA,0,1.5Fin,1,3,HLS,2,164660,Corner,208.374,0,0,RL,0.0,None,Shed,700,Timber,0,5,5,2,3,CompShg,Gable,Normal,228950.0,WD,0,0,7,1499.0,AllPub,670,2,55,55,55.0,3285.0
1922,0,0,1,3,1Fam,4,1,1249.0,0.0,2,6,1.0,0.0,0,673.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,676.0,3.0,5,0,Attchd,1922,0,GasA,0,1Story,1,2,HLS,0,14157,Corner,86.0,0,0,RL,200.0,Stone,None,0,StoneBr,51,4,9,2,3,CompShg,Hip,Normal,377426.0,WD,0,1,8,1922.0,AllPub,178,1,15,14,15.0,3844.0
1536,0,0,1,3,1Fam,4,0,810.0,0.0,2,6,1.0,0.0,2,726.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,532.0,2.0,5,2,Attchd,1536,0,GasA,0,1Story,1,2,Lvl,0,9135,Inside,70.0,3,0,RL,113.0,BrkFace,None,0,CollgCr,74,4,7,2,3,CompShg,Gable,Normal,214000.0,WD,0,1,7,1536.0,AllPub,192,2,18,17,18.0,3072.0
1621,0,0,1,3,1Fam,4,2,213.0,0.0,0,6,1.0,0.0,2,995.0,1,Norm,Norm,SBrkr,0,4,2,Wd Sdng,Wd Sdng,4,3,0,CBlock,2,6,440.0,2.0,5,2,Attchd,1621,0,GasA,0,1Story,1,2,Lvl,0,14145,Corner,91.0,3,0,RL,0.0,None,Shed,400,NWAmes,45,6,7,2,3,CompShg,Gable,Normal,202500.0,WD,0,1,8,1208.0,AllPub,108,0,36,22,36.0,2829.0
1215,0,0,1,3,1Fam,0,3,585.0,0.0,5,6,0.0,0.0,4,630.0,1,Feedr,Norm,FuseA,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,297.0,1.0,5,3,Attchd,1215,0,GasA,4,1Story,1,3,Lvl,0,12400,Inside,66.0,0,0,RL,176.0,BrkFace,None,0,NAmes,0,6,6,2,3,CompShg,Hip,Normal,155000.0,WD,234,1,6,1215.0,AllPub,0,3,62,22,62.0,2430.0
993,915,0,1,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,967.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,431.0,2.0,5,0,Attchd,1908,1,GasA,0,2Story,1,2,Lvl,0,14191,Inside,85.0,3,0,RL,0.0,None,None,0,Timber,0,4,8,2,3,CompShg,Gable,Normal,202900.0,WD,0,1,9,967.0,AllPub,135,4,18,18,18.0,2875.0
841,0,0,1,2,1Fam,0,3,0.0,0.0,6,6,0.0,0.0,4,721.0,1,Feedr,Norm,SBrkr,24,1,1,Wd Sdng,AsbShng,4,3,0,CBlock,1,6,294.0,1.0,5,3,CarPort,841,0,GasA,2,1Story,1,3,Lvl,0,8400,Inside,60.0,3,0,RH,0.0,None,None,0,SawyerW,0,3,4,0,3,CompShg,Gable,Normal,82000.0,WD,0,1,4,721.0,AllPub,250,3,70,70,70.0,1562.0
1040,0,0,1,2,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,Norm,Norm,FuseA,0,4,3,Stucco,Stucco,4,3,0,Slab,2,6,400.0,2.0,5,3,Detchd,1040,0,Wall,1,1Story,2,3,Lvl,0,8544,Inside,64.708,3,0,RL,340.0,BrkFace,None,0,NAmes,0,3,3,2,3,CompShg,Gable,Normal,87500.0,WD,0,1,6,0.0,AllPub,0,0,71,70,71.0,1040.0
1684,0,0,1,2,TwnhsE,4,3,28.0,0.0,2,6,0.0,0.0,0,1656.0,1,Norm,Norm,SBrkr,0,4,0,MetalSd,MetalSd,4,0,1,PConc,2,6,564.0,2.0,5,2,Attchd,1684,0,GasA,0,1Story,1,0,Lvl,0,8849,Inside,63.0,0,0,RL,616.0,BrkFace,None,0,NridgHt,72,4,9,2,3,CompShg,Hip,Normal,266000.0,WD,0,1,6,1684.0,AllPub,495,2,15,15,15.0,3368.0
536,576,0,1,3,TwnhsE,4,3,129.0,232.0,5,1,0.0,0.0,2,175.0,1,Norm,Norm,SBrkr,0,4,3,CemntBd,CmentBd,4,3,0,CBlock,1,6,336.0,1.0,5,3,Attchd,1112,1,GasA,4,2Story,1,3,Lvl,0,2592,Inside,36.0,3,0,RM,0.0,None,None,0,MeadowV,0,2,5,2,3,CompShg,Gable,Normal,85000.0,WD,0,1,4,536.0,AllPub,182,4,44,44,44.0,1648.0
972,605,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,972.0,1,RRAn,Norm,SBrkr,0,4,3,MetalSd,MetalSd,4,2,1,BrkTil,1,6,312.0,1.0,5,3,Detchd,1577,0,GasA,2,1.5Fin,1,1,Lvl,0,6435,Inside,65.0,3,0,RL,0.0,None,None,0,BrkSide,0,4,6,2,3,CompShg,Gable,Normal,140200.0,WD,0,1,6,972.0,AllPub,0,0,81,70,81.0,2549.0
958,0,0,1,2,1Fam,4,2,498.0,0.0,1,6,0.0,0.0,4,460.0,1,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,301.0,1.0,5,2,Attchd,958,0,GasA,4,1Story,1,3,Lvl,0,12772,CulDSac,51.458,0,0,RL,0.0,None,Gar2,15500,NAmes,0,7,6,2,3,CompShg,Hip,Normal,151500.0,WD,0,1,5,958.0,AllPub,0,1,60,22,60.0,1916.0
1478,0,0,1,3,1Fam,4,3,1270.0,0.0,1,6,1.0,0.0,4,208.0,1,Norm,Norm,FuseA,0,4,3,Wd Sdng,Wd Sdng,4,2,2,CBlock,2,6,498.0,2.0,5,3,Attchd,1478,0,GasA,0,1Story,1,3,Lvl,0,17600,Inside,105.48,0,0,RL,30.0,BrkFace,None,0,NAmes,40,4,6,2,3,CompShg,Gable,Normal,157500.0,WD,0,1,6,1478.0,AllPub,0,3,60,60,60.0,2956.0
764,862,0,1,2,Twnhs,4,3,573.0,0.0,2,6,1.0,0.0,2,191.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,Wd Shng,4,3,0,PConc,2,6,474.0,2.0,5,2,BuiltIn,1626,1,GasA,0,2Story,1,2,Lvl,0,2448,Inside,36.0,3,0,RL,106.0,Stone,None,0,NridgHt,27,4,7,2,3,CompShg,Gable,Normal,154000.0,WD,0,1,6,764.0,AllPub,0,2,17,16,17.0,2390.0
1848,880,0,1,4,1Fam,4,3,1410.0,0.0,2,6,1.0,0.0,0,438.0,1,Norm,Norm,SBrkr,0,4,0,CemntBd,CmentBd,4,0,2,PConc,2,6,706.0,3.0,5,0,Attchd,2728,1,GasA,0,2Story,1,0,Lvl,0,20431,Inside,56.0,1,0,RL,870.0,BrkFace,None,0,NridgHt,0,4,9,2,3,CompShg,Hip,Partial,437154.0,New,0,1,10,1848.0,AllPub,0,0,15,14,14.0,4576.0
1869,0,0,1,2,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,0,1869.0,1,Norm,Norm,SBrkr,0,4,0,MetalSd,MetalSd,4,2,1,PConc,2,6,617.0,2.0,5,2,Attchd,1869,0,GasA,0,1Story,1,0,Lvl,0,7820,Inside,68.0,0,0,RL,362.0,BrkFace,None,0,NridgHt,54,4,9,2,3,CompShg,Hip,Partial,318061.0,New,0,1,6,1869.0,AllPub,210,1,13,13,13.0,3738.0
1453,0,0,1,2,1Fam,4,1,1082.0,0.0,2,6,1.0,0.0,2,371.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,5,1,PConc,1,6,445.0,2.0,5,2,Attchd,1453,1,GasA,2,1Story,1,2,Low,1,5271,Inside,46.402,0,0,RL,0.0,None,None,0,ClearCr,80,4,7,2,3,CompShg,Gable,Abnorml,190000.0,WD,184,1,6,1453.0,AllPub,0,0,34,34,34.0,2906.0
616,495,0,1,3,1Fam,0,2,236.0,380.0,3,5,0.0,1.0,4,0.0,0,Artery,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,200.0,1.0,1,3,Detchd,1111,0,GasA,4,1.5Fin,1,3,Lvl,0,9084,Inside,60.0,3,0,RL,0.0,None,None,0,Edwards,0,5,5,2,3,CompShg,Gable,Normal,95000.0,ConLw,0,1,5,616.0,AllPub,48,2,79,70,79.0,1727.0
720,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,624.0,1,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,4,3,0,BrkTil,1,6,484.0,2.0,5,3,Detchd,720,0,GasA,2,1Story,1,3,Lvl,0,8520,Inside,60.0,3,0,RM,0.0,None,None,0,OldTown,0,7,6,2,3,CompShg,Gable,Normal,105900.0,WD,0,1,5,624.0,AllPub,106,4,92,17,15.0,1344.0
1192,403,0,1,2,1Fam,4,3,388.0,0.0,3,6,0.0,0.0,4,552.0,1,Norm,Norm,SBrkr,108,4,3,Wd Sdng,MetalSd,4,2,2,CBlock,1,6,240.0,1.0,5,3,Attchd,1595,0,GasA,0,1.5Fin,1,3,Bnk,0,8400,Inside,60.0,3,0,RL,0.0,None,None,0,SWISU,0,4,6,2,3,CompShg,Gable,Normal,140000.0,WD,0,1,6,940.0,AllPub,0,0,80,20,80.0,2535.0
1200,0,0,1,3,1Fam,1,3,334.0,544.0,0,1,1.0,0.0,2,322.0,1,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,4,3,0,PConc,2,6,521.0,2.0,5,2,Attchd,1200,0,GasA,0,1Story,1,2,Lvl,0,11249,Inside,105.0,1,0,RL,0.0,None,None,0,CollgCr,26,4,6,2,3,CompShg,Gable,Normal,177500.0,WD,0,1,6,1200.0,AllPub,0,1,25,25,25.0,2400.0
1167,0,0,1,3,1Fam,4,3,560.0,0.0,2,6,1.0,0.0,2,598.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,PConc,2,6,400.0,2.0,5,2,Attchd,1167,0,GasA,2,1Story,1,2,Lvl,0,9248,Inside,65.544,0,0,RL,106.0,BrkFace,None,0,Gilbert,26,5,6,2,3,CompShg,Gable,Normal,173000.0,WD,0,1,6,1158.0,AllPub,120,3,28,28,28.0,2325.0
1142,0,0,1,3,TwnhsE,4,3,874.0,0.0,0,6,1.0,0.0,2,268.0,1,Norm,Norm,SBrkr,0,4,3,CemntBd,CmentBd,2,4,1,PConc,1,6,528.0,2.0,5,0,Attchd,1142,1,GasA,4,1Story,1,3,Lvl,0,4224,Inside,44.0,3,0,RM,0.0,None,None,0,MeadowV,90,4,5,2,3,CompShg,Gable,Normal,134000.0,WD,0,1,6,1142.0,AllPub,536,1,44,44,44.0,2284.0
1352,0,0,1,3,1Fam,4,0,300.0,294.0,1,5,0.0,1.0,4,468.0,1,Norm,Norm,FuseF,294,4,3,Wd Sdng,ImStucc,4,3,0,CBlock,1,3,288.0,1.0,5,3,BuiltIn,1352,0,GasA,0,SLvl,1,2,Lvl,0,6930,Inside,92.0,0,0,RL,120.0,BrkFace,None,0,ClearCr,0,3,5,2,3,CompShg,Hip,Abnorml,130000.0,WD,0,1,6,1062.0,AllPub,168,0,62,62,62.0,2414.0
1086,838,0,1,3,1Fam,4,0,956.0,0.0,2,6,1.0,0.0,2,130.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,592.0,2.0,5,2,Attchd,1924,1,GasA,0,2Story,1,2,Lvl,0,12011,CulDSac,78.0,0,0,RL,530.0,BrkFace,None,0,NoRidge,75,4,8,2,3,CompShg,Gable,Normal,280000.0,WD,374,1,7,1086.0,AllPub,208,0,22,22,22.0,3010.0
912,0,0,1,2,1Fam,4,0,773.0,0.0,2,6,1.0,0.0,2,115.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,2,5,1,CBlock,1,6,470.0,2.0,5,2,Attchd,912,0,GasA,0,SFoyer,1,3,Lvl,0,7540,CulDSac,48.054,0,0,RL,0.0,None,None,0,Mitchel,0,5,6,2,3,CompShg,Gable,Normal,156000.0,WD,192,1,5,888.0,AllPub,0,1,42,42,42.0,1800.0
988,517,0,2,3,1Fam,4,3,399.0,0.0,5,6,1.0,0.0,4,484.0,1,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,240.0,1.0,5,3,Detchd,1505,0,GasA,2,1.5Fin,1,3,Lvl,0,9144,Inside,66.508,3,0,RL,0.0,None,None,0,BrkSide,0,4,5,0,3,CompShg,Gable,Normal,145000.0,WD,0,1,8,883.0,AllPub,0,2,80,38,80.0,2388.0
495,1427,0,1,4,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,Norm,Norm,SBrkr,177,4,2,HdBoard,HdBoard,4,0,1,Slab,3,6,672.0,2.0,5,2,BuiltIn,1922,0,GasA,0,SFoyer,1,2,Lvl,0,7301,Corner,64.0,3,0,RL,500.0,BrkFace,None,0,Edwards,0,4,7,2,3,CompShg,Gable,Normal,198500.0,ConLD,0,1,7,0.0,AllPub,0,3,17,17,17.0,1922.0
483,504,0,1,2,Twnhs,4,3,162.0,0.0,0,6,0.0,0.0,4,321.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,1,6,264.0,1.0,5,3,Detchd,987,1,GasA,2,2Story,1,2,Lvl,0,1680,Inside,21.0,3,0,RM,510.0,BrkFace,None,0,BrDale,0,7,6,2,3,CompShg,Gable,Normal,118000.0,WD,0,1,5,483.0,AllPub,250,3,48,13,48.0,1470.0
790,784,0,1,3,1Fam,4,2,712.0,0.0,2,6,1.0,0.0,2,84.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,566.0,2.0,5,0,Attchd,1574,1,GasA,4,2Story,1,3,Lvl,0,18800,FR2,100.91,0,0,RL,120.0,BrkFace,None,0,NWAmes,111,4,6,2,3,CompShg,Gable,Normal,190000.0,WD,0,1,6,796.0,AllPub,306,0,44,44,44.0,2370.0
672,672,0,1,3,1Fam,0,3,456.0,0.0,5,6,0.0,0.0,4,216.0,1,Norm,Norm,FuseA,218,2,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,468.0,1.0,1,3,Detchd,1344,0,GasA,2,2Story,1,3,Lvl,0,10690,Inside,59.0,3,0,RM,0.0,None,None,0,IDOTRR,128,6,5,2,3,CompShg,Hip,Normal,147000.0,WD,0,1,6,672.0,AllPub,0,3,100,23,56.0,2016.0
1394,0,0,1,3,1Fam,4,3,609.0,0.0,1,6,1.0,0.0,2,785.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,2,2,CBlock,1,6,514.0,2.0,5,2,Attchd,1394,1,GasA,2,1Story,1,3,Lvl,0,9500,Inside,79.065316017316,0,0,RL,247.0,BrkFace,None,0,NAmes,76,4,6,2,3,CompShg,Gable,Normal,159000.0,WD,185,1,6,1394.0,AllPub,0,3,57,57,57.0,2788.0
1431,0,0,1,3,1Fam,4,1,371.0,0.0,2,6,0.0,1.0,2,728.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,4,2,1,CBlock,1,6,296.0,1.0,5,2,Basment,1431,0,GasA,2,SLvl,1,3,Lvl,0,9150,Corner,101.0,0,0,RL,305.0,BrkFace,None,0,NAmes,110,4,6,2,3,Tar&Grv,Gable,Normal,165000.0,WD,0,1,6,1099.0,AllPub,64,2,58,58,58.0,2530.0
1268,0,0,1,2,1Fam,4,3,540.0,0.0,3,6,0.0,0.0,4,728.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,2,1,PConc,1,6,244.0,1.0,5,0,Attchd,1268,0,GasA,2,1Story,1,3,Lvl,0,7800,Inside,78.0,3,0,RL,200.0,BrkFace,None,0,NAmes,98,5,5,2,3,CompShg,Gable,Normal,132000.0,WD,0,1,7,1268.0,AllPub,0,4,66,66,66.0,2536.0
1287,0,0,1,3,1Fam,4,3,72.0,258.0,0,5,1.0,0.0,4,733.0,1,Norm,Norm,SBrkr,0,2,3,Wd Sdng,Wd Sdng,4,2,1,CBlock,1,6,576.0,2.0,5,0,Detchd,1287,0,GasA,0,1Story,1,2,Lvl,0,9830,Corner,81.926,0,0,RL,0.0,None,None,0,NAmes,17,6,5,2,3,CompShg,Gable,Normal,162000.0,WD,182,1,7,1063.0,AllPub,364,4,61,14,23.0,2350.0
953,711,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,953.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,460.0,2.0,5,2,Attchd,1664,1,GasA,0,2Story,1,3,Lvl,0,8121,Inside,61.456,0,0,RL,0.0,None,None,0,Gilbert,40,4,6,2,3,CompShg,Gable,Normal,172400.0,WD,0,1,7,953.0,AllPub,100,0,20,20,20.0,2617.0
1120,468,0,1,4,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,Feedr,Norm,SBrkr,0,4,3,WdShing,Plywood,4,2,1,CBlock,2,3,680.0,2.0,5,0,Detchd,1588,0,GasA,4,1.5Fin,1,3,Lvl,0,17120,Inside,80.0,3,0,RL,0.0,None,None,0,ClearCr,59,3,4,0,3,CompShg,Gable,Normal,134432.0,WD,0,1,7,0.0,AllPub,0,2,61,61,29.0,1588.0
752,0,0,1,2,TwnhsE,4,3,623.0,121.0,0,3,1.0,0.0,2,0.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,2,3,0,CBlock,1,6,264.0,1.0,5,3,Attchd,752,0,GasA,4,1Story,1,3,Lvl,0,7175,Inside,50.0,3,0,RL,0.0,None,None,0,SawyerW,0,4,6,2,3,CompShg,Gable,Normal,125000.0,WD,90,1,4,744.0,AllPub,353,4,36,36,36.0,1496.0
